"id" "wellbeing" "age" "origin" "sex" "year"
"163" 15 5 74 1 1 1997
"164" 15 5 75 1 1 1998
"165" 15 5 76 1 1 1999
"166" 15 6 77 1 1 2000
"167" 15 6 78 1 1 2001
"168" 15 10 79 1 1 2002
"169" 15 9 80 1 1 2003
"170" 15 6 81 1 1 2004
"171" 15 6 82 1 1 2005
"172" 16 7 55 1 0 1987
"173" 16 7 56 1 0 1988
"174" 16 7 57 1 0 1989
"175" 16 6 58 1 0 1990
"176" 16 5 59 1 0 1991
"177" 16 8 60 1 0 1992
"178" 16 6 61 1 0 1993
"179" 16 7 62 1 0 1994
"180" 16 7 63 1 0 1995
"181" 16 6 64 1 0 1996
"182" 16 6 65 1 0 1997
"183" 17 8 33 1 0 1994
"184" 17 7 34 1 0 1995
"185" 17 7 35 1 0 1996
"186" 17 6 36 1 0 1997
"187" 17 6 37 1 0 1998
"188" 17 5 38 1 0 1999
"189" 17 5 39 1 0 2000
"190" 17 6 40 1 0 2001
"191" 17 6 41 1 0 2002
"192" 17 6 42 1 0 2003
"193" 17 6 43 1 0 2004
"194" 17 6 44 1 0 2005
"195" 17 6 45 1 0 2006
"196" 18 5 47 1 0 1995
"197" 18 6 48 1 0 1996
"198" 18 7 49 1 0 1997
"199" 18 6 50 1 0 1998
"200" 18 7 51 1 0 1999
"201" 18 7 52 1 0 2000
"202" 18 7 53 1 0 2001
"203" 18 8 54 1 0 2002
"204" 18 8 55 1 0 2003
"205" 19 6 24 1 0 1993
"206" 19 5 25 1 0 1994
"207" 19 6 26 1 0 1995
"208" 19 4 27 1 0 1996
"209" 19 5 28 1 0 1997
"210" 19 6 29 1 0 1998
"211" 19 7 30 1 0 1999
"212" 19 7 31 1 0 2000
"213" 19 7 32 1 0 2001
"214" 19 7 33 1 0 2002
"215" 19 5 34 1 0 2003
"216" 19 4 35 1 0 2004
"217" 19 6 36 1 0 2005
"218" 19 6 37 1 0 2006
"219" 20 6 38 1 0 1998
"220" 20 6 39 1 0 1999
"221" 20 6 40 1 0 2000
"222" 20 7 41 1 0 2001
"223" 20 6 42 1 0 2002
"224" 20 8 43 1 0 2003
"225" 20 3 44 1 0 2004
"226" 20 5 45 1 0 2005
"227" 21 6 68 1 0 1990
"228" 21 4 69 1 0 1991
"229" 21 5 70 1 0 1992
"230" 21 5 71 1 0 1993
"231" 21 5 72 1 0 1994
"232" 21 5 73 1 0 1995
"233" 21 4 74 1 0 1996
"234" 21 4 75 1 0 1997
"235" 21 5 76 1 0 1998
"236" 21 5 77 1 0 1999
"237" 22 6 57 0 1 1995
"238" 22 7 58 0 1 1996
"239" 22 5 59 0 1 1997
"240" 22 4 60 0 1 1998
"241" 22 4 61 0 1 1999
"242" 22 5 62 0 1 2000
"243" 22 6 63 0 1 2001
"244" 22 5 64 0 1 2002
"245" 22 7 65 0 1 2003
"246" 22 6 66 0 1 2004
"247" 22 5 67 0 1 2005
"248" 23 5 64 1 1 1997
"249" 23 6 65 1 1 1998
"250" 23 4 66 1 1 1999
"251" 23 6 67 1 1 2000
"252" 23 6 68 1 1 2001
"253" 23 7 69 1 1 2002
"254" 23 5 70 1 1 2003
"255" 24 6 80 1 0 1987
"256" 24 5 81 1 0 1988
"257" 24 6 82 1 0 1989
"258" 24 5 83 1 0 1990
"259" 24 5 84 1 0 1991
"260" 24 5 85 1 0 1992
"261" 24 4 86 1 0 1993
"262" 24 4 87 1 0 1994
"263" 24 4 88 1 0 1995
"264" 24 4 89 1 0 1996
"265" 24 5 90 1 0 1997
"266" 25 8 43 1 1 1987
"267" 25 7 44 1 1 1988
"268" 25 5 45 1 1 1989
"269" 25 5 46 1 1 1990
"270" 25 6 47 1 1 1991
"271" 25 6 48 1 1 1992
"272" 25 6 49 1 1 1993
"273" 25 6 50 1 1 1994
"274" 26 6 55 1 1 1992
"275" 26 7 56 1 1 1993
"276" 26 7 57 1 1 1994
"277" 26 7 58 1 1 1995
"278" 26 5 59 1 1 1996
"279" 27 6 79 1 1 1988
"280" 27 5 80 1 1 1989
"281" 27 6 81 1 1 1990
"282" 27 5 82 1 1 1991
"283" 27 5 83 1 1 1992
"284" 27 4 84 1 1 1993
"285" 27 5 85 1 1 1994
"286" 27 7 86 1 1 1995
"287" 27 5 87 1 1 1996
"288" 28 7 65 1 0 1987
"289" 28 7 66 1 0 1988
"290" 28 5 67 1 0 1989
"291" 28 6 68 1 0 1990
"292" 28 6 69 1 0 1991
"293" 28 7 70 1 0 1992
"294" 28 6 71 1 0 1993
"295" 28 5 72 1 0 1994
"296" 28 3 73 1 0 1995
"297" 28 5 74 1 0 1996
"298" 28 5 75 1 0 1997
"299" 28 5 76 1 0 1998
"300" 28 4 77 1 0 1999
"301" 29 5 38 0 0 1999
"302" 29 4 39 0 0 2000
"303" 29 5 40 0 0 2001
"304" 29 3 41 0 0 2002
"305" 29 5 42 0 0 2003
"306" 29 6 43 0 0 2004
"307" 30 5 47 1 0 1995
"308" 30 6 48 1 0 1996
"309" 30 5 49 1 0 1997
"310" 30 6 50 1 0 1998
"311" 30 5 51 1 0 1999
"312" 30 4 52 1 0 2000
"313" 30 5 53 1 0 2001
"314" 30 6 54 1 0 2002
"315" 30 6 55 1 0 2003
"316" 31 5 58 1 1 2001
"317" 31 4 59 1 1 2002
"318" 31 5 60 1 1 2003
"319" 31 6 61 1 1 2004
"320" 31 6 62 1 1 2005
"321" 31 8 63 1 1 2006
"322" 32 7 57 1 1 1994
"323" 32 6 58 1 1 1995
"324" 32 6 59 1 1 1996
"325" 32 5 60 1 1 1997
"326" 32 4 61 1 1 1998
"327" 32 8 62 1 1 1999
"328" 32 6 63 1 1 2000
"329" 33 8 63 1 1 1989
"330" 33 4 64 1 1 1990
"331" 33 4 65 1 1 1991
"332" 33 6 66 1 1 1992
"333" 33 5 67 1 1 1993
"334" 33 6 68 1 1 1994
"335" 33 6 69 1 1 1995
"336" 33 7 70 1 1 1996
"337" 33 8 71 1 1 1997
"338" 33 6 72 1 1 1998
"339" 33 6 73 1 1 1999
"340" 33 8 74 1 1 2000
"341" 33 8 75 1 1 2001
"342" 33 8 76 1 1 2002
"343" 33 6 77 1 1 2003
"344" 34 6 43 1 0 1988
"345" 34 7 44 1 0 1989
"346" 34 7 45 1 0 1990
"347" 34 5 46 1 0 1991
"348" 34 5 47 1 0 1992
"349" 34 4 48 1 0 1993
"350" 34 5 49 1 0 1994
"351" 34 4 50 1 0 1995
"352" 34 5 51 1 0 1996
"353" 34 5 52 1 0 1997
"354" 34 5 53 1 0 1998
"355" 34 6 54 1 0 1999
"356" 34 7 55 1 0 2000
"357" 34 7 56 1 0 2001
"358" 34 6 57 1 0 2002
"359" 35 7 60 1 0 1994
"360" 35 6 61 1 0 1995
"361" 35 5 62 1 0 1996
"362" 35 6 63 1 0 1997
"363" 35 5 64 1 0 1998
"364" 35 5 65 1 0 1999
"365" 35 7 66 1 0 2000
"366" 35 6 67 1 0 2001
"367" 35 7 68 1 0 2002
"368" 35 7 69 1 0 2003
"369" 35 7 70 1 0 2004
"370" 36 6 49 1 0 1997
"371" 36 7 50 1 0 1998
"372" 36 6 51 1 0 1999
"373" 36 7 52 1 0 2000
"374" 36 8 53 1 0 2001
"375" 36 7 54 1 0 2002
"376" 36 7 55 1 0 2003
"377" 36 6 56 1 0 2004
"378" 36 5 57 1 0 2005
"379" 37 4 54 1 1 1990
"380" 37 6 55 1 1 1991
"381" 37 7 56 1 1 1992
"382" 37 7 57 1 1 1993
"383" 37 5 58 1 1 1994
"384" 37 7 59 1 1 1995
"385" 37 7 60 1 1 1996
"386" 37 6 61 1 1 1997
"387" 37 6 62 1 1 1998
"388" 37 6 63 1 1 1999
"389" 37 7 64 1 1 2000
"390" 37 7 65 1 1 2001
"391" 37 6 66 1 1 2002
"392" 37 6 67 1 1 2003
"393" 37 6 68 1 1 2004
"394" 38 5 44 1 0 1988
"395" 38 7 45 1 0 1989
"396" 38 8 46 1 0 1990
"397" 38 7 47 1 0 1991
"398" 38 7 48 1 0 1992
"399" 38 6 49 1 0 1993
"400" 38 6 50 1 0 1994
"401" 38 7 51 1 0 1995
"402" 38 7 52 1 0 1996
"403" 38 7 53 1 0 1997
"404" 39 6 46 0 1 1991
"405" 39 7 47 0 1 1992
"406" 39 6 48 0 1 1993
"407" 39 5 49 0 1 1994
"408" 39 6 50 0 1 1995
"409" 39 5 51 0 1 1996
"410" 39 6 52 0 1 1997
"411" 40 6 29 1 0 1991
"412" 40 8 30 1 0 1992
"413" 40 6 31 1 0 1993
"414" 40 7 32 1 0 1994
"415" 40 5 33 1 0 1995
"416" 40 5 34 1 0 1996
"417" 40 6 35 1 0 1997
"418" 40 8 36 1 0 1998
"419" 40 7 37 1 0 1999
"420" 40 5 38 1 0 2000
"421" 40 6 39 1 0 2001
"422" 40 6 40 1 0 2002
"423" 40 6 41 1 0 2003
"424" 40 6 42 1 0 2004
"425" 40 6 43 1 0 2005
"426" 41 6 39 0 0 1988
"427" 41 6 40 0 0 1989
"428" 41 6 41 0 0 1990
"429" 41 5 42 0 0 1991
"430" 41 6 43 0 0 1992
"431" 41 4 44 0 0 1993
"432" 41 4 45 0 0 1994
"433" 41 6 46 0 0 1995
"434" 41 5 47 0 0 1996
"435" 41 7 48 0 0 1997
"436" 41 4 49 0 0 1998
"437" 41 5 50 0 0 1999
"438" 41 7 51 0 0 2000
"439" 41 7 52 0 0 2001
"440" 42 6 59 1 0 1990
"441" 42 6 60 1 0 1991
"442" 42 6 61 1 0 1992
"443" 42 6 62 1 0 1993
"444" 42 7 63 1 0 1994
"445" 42 6 64 1 0 1995
"446" 42 4 65 1 0 1996
"447" 42 5 66 1 0 1997
"448" 42 6 67 1 0 1998
"449" 42 5 68 1 0 1999
"450" 42 6 69 1 0 2000
"451" 42 7 70 1 0 2001
"452" 42 7 71 1 0 2002
"453" 42 4 72 1 0 2003
"454" 42 5 73 1 0 2004
"455" 43 7 54 1 1 1993
"456" 43 7 55 1 1 1994
"457" 43 6 56 1 1 1995
"458" 43 7 57 1 1 1996
"459" 43 7 58 1 1 1997
"460" 43 6 59 1 1 1998
"461" 43 7 60 1 1 1999
"462" 43 7 61 1 1 2000
"463" 43 8 62 1 1 2001
"464" 43 7 63 1 1 2002
"465" 43 6 64 1 1 2003
"466" 43 7 65 1 1 2004
"467" 43 7 66 1 1 2005
"468" 44 6 38 1 0 1988
"469" 44 5 39 1 0 1989
"470" 44 4 40 1 0 1990
"471" 44 5 41 1 0 1991
"472" 44 6 42 1 0 1992
"473" 44 5 43 1 0 1993
"474" 44 8 44 1 0 1994
"475" 44 6 45 1 0 1995
"476" 44 6 46 1 0 1996
"477" 44 5 47 1 0 1997
"478" 44 5 48 1 0 1998
"479" 44 6 49 1 0 1999
"480" 44 5 50 1 0 2000
"481" 44 5 51 1 0 2001
"482" 44 5 52 1 0 2002
"483" 45 5 41 1 1 1993
"484" 45 6 42 1 1 1994
"485" 45 4 43 1 1 1995
"486" 45 6 44 1 1 1996
"487" 45 6 45 1 1 1997
"488" 45 7 46 1 1 1998
"489" 45 7 47 1 1 1999
"490" 45 6 48 1 1 2000
"491" 45 5 49 1 1 2001
"492" 45 6 50 1 1 2002
"493" 45 4 51 1 1 2003
"494" 46 6 43 1 1 1998
"495" 46 8 44 1 1 1999
"496" 46 7 45 1 1 2000
"497" 46 7 46 1 1 2001
"498" 46 7 47 1 1 2002
"499" 46 6 48 1 1 2003
"500" 46 4 49 1 1 2004
"501" 47 6 27 1 0 1992
"502" 47 7 28 1 0 1993
"503" 47 8 29 1 0 1994
"504" 47 7 30 1 0 1995
"505" 47 5 31 1 0 1996
"506" 48 5 38 1 1 1999
"507" 48 5 39 1 1 2000
"508" 48 6 40 1 1 2001
"509" 48 4 41 1 1 2002
"510" 48 4 42 1 1 2003
"511" 48 7 43 1 1 2004
"512" 49 5 27 1 0 2000
"513" 49 6 28 1 0 2001
"514" 49 6 29 1 0 2002
"515" 49 6 30 1 0 2003
"516" 49 5 31 1 0 2004
"517" 49 6 32 1 0 2005
"518" 50 6 61 0 0 1997
"519" 50 6 62 0 0 1998
"520" 50 7 63 0 0 1999
"521" 50 5 64 0 0 2000
"522" 50 5 65 0 0 2001
"523" 50 4 66 0 0 2002
"524" 51 6 31 1 1 2000
"525" 51 5 32 1 1 2001
"526" 51 7 33 1 1 2002
"527" 51 7 34 1 1 2003
"528" 51 6 35 1 1 2004
"529" 51 6 36 1 1 2005
"530" 52 6 34 1 1 1988
"531" 52 6 35 1 1 1989
"532" 52 8 36 1 1 1990
"533" 52 6 37 1 1 1991
"534" 52 6 38 1 1 1992
"535" 52 6 39 1 1 1993
"536" 52 5 40 1 1 1994
"537" 52 6 41 1 1 1995
"538" 52 7 42 1 1 1996
"539" 52 7 43 1 1 1997
"540" 53 6 38 1 0 1991
"541" 53 7 39 1 0 1992
"542" 53 8 40 1 0 1993
"543" 53 7 41 1 0 1994
"544" 53 8 42 1 0 1995
"545" 53 7 43 1 0 1996
"546" 53 4 44 1 0 1997
"547" 54 4 42 0 0 1999
"548" 54 6 43 0 0 2000
"549" 54 5 44 0 0 2001
"550" 54 4 45 0 0 2002
"551" 54 4 46 0 0 2003
"552" 54 4 47 0 0 2004
"553" 55 6 31 1 0 1994
"554" 55 6 32 1 0 1995
"555" 55 6 33 1 0 1996
"556" 55 7 34 1 0 1997
"557" 55 5 35 1 0 1998
"558" 55 6 36 1 0 1999
"559" 55 5 37 1 0 2000
"560" 55 7 38 1 0 2001
"561" 55 6 39 1 0 2002
"562" 56 6 73 1 1 1997
"563" 56 6 74 1 1 1998
"564" 56 4 75 1 1 1999
"565" 56 5 76 1 1 2000
"566" 56 5 77 1 1 2001
"567" 56 4 78 1 1 2002
"568" 56 7 79 1 1 2003
"569" 56 5 80 1 1 2004
"570" 56 5 81 1 1 2005
"571" 57 7 25 0 0 1993
"572" 57 7 26 0 0 1994
"573" 57 6 27 0 0 1995
"574" 57 6 28 0 0 1996
"575" 57 6 29 0 0 1997
"576" 58 6 29 1 1 1998
"577" 58 8 30 1 1 1999
"578" 58 8 31 1 1 2000
"579" 58 7 32 1 1 2001
"580" 58 6 33 1 1 2002
"581" 59 7 39 0 1 1989
"582" 59 6 40 0 1 1990
"583" 59 5 41 0 1 1991
"584" 59 4 42 0 1 1992
"585" 59 5 43 0 1 1993
"586" 59 5 44 0 1 1994
"587" 59 5 45 0 1 1995
"588" 59 5 46 0 1 1996
"589" 59 5 47 0 1 1997
"590" 59 4 48 0 1 1998
"591" 59 6 49 0 1 1999
"592" 59 7 50 0 1 2000
"593" 59 5 51 0 1 2001
"594" 60 6 65 0 1 1992
"595" 60 4 66 0 1 1993
"596" 60 5 67 0 1 1994
"597" 60 5 68 0 1 1995
"598" 60 5 69 0 1 1996
"599" 60 5 70 0 1 1997
"600" 60 4 71 0 1 1998
"601" 60 4 72 0 1 1999
"602" 60 4 73 0 1 2000
"603" 60 6 74 0 1 2001
"604" 61 6 39 1 1 1990
"605" 61 4 40 1 1 1991
"606" 61 5 41 1 1 1992
"607" 61 5 42 1 1 1993
"608" 61 4 43 1 1 1994
"609" 62 4 68 0 0 1991
"610" 62 4 69 0 0 1992
"611" 62 7 70 0 0 1993
"612" 62 7 71 0 0 1994
"613" 62 6 72 0 0 1995
"614" 62 6 73 0 0 1996
"615" 62 5 74 0 0 1997
"616" 62 6 75 0 0 1998
"617" 62 6 76 0 0 1999
"618" 62 6 77 0 0 2000
"619" 62 4 78 0 0 2001
"620" 62 4 79 0 0 2002
"621" 62 5 80 0 0 2003
"622" 62 3 81 0 0 2004
"623" 62 6 82 0 0 2005
"624" 63 5 30 0 1 1990
"625" 63 5 31 0 1 1991
"626" 63 5 32 0 1 1992
"627" 63 7 33 0 1 1993
"628" 63 7 34 0 1 1994
"629" 63 7 35 0 1 1995
"630" 63 7 36 0 1 1996
"631" 63 6 37 0 1 1997
"632" 63 7 38 0 1 1998
"633" 63 6 39 0 1 1999
"634" 63 8 40 0 1 2000
"635" 63 7 41 0 1 2001
"636" 63 5 42 0 1 2002
"637" 63 6 43 0 1 2003
"638" 64 5 60 1 0 1997
"639" 64 7 61 1 0 1998
"640" 64 7 62 1 0 1999
"641" 64 8 63 1 0 2000
"642" 64 7 64 1 0 2001
"643" 64 6 65 1 0 2002
"644" 65 4 37 1 0 1994
"645" 65 4 38 1 0 1995
"646" 65 6 39 1 0 1996
"647" 65 7 40 1 0 1997
"648" 65 7 41 1 0 1998
"649" 65 7 42 1 0 1999
"650" 66 7 38 0 0 1993
"651" 66 4 39 0 0 1994
"652" 66 4 40 0 0 1995
"653" 66 3 41 0 0 1996
"654" 66 5 42 0 0 1997
"655" 66 4 43 0 0 1998
"656" 66 4 44 0 0 1999
"657" 66 6 45 0 0 2000
"658" 66 6 46 0 0 2001
"659" 66 7 47 0 0 2002
"660" 66 5 48 0 0 2003
"661" 66 6 49 0 0 2004
"662" 66 6 50 0 0 2005
"663" 66 5 51 0 0 2006
"664" 67 5 49 1 1 1996
"665" 67 4 50 1 1 1997
"666" 67 6 51 1 1 1998
"667" 67 6 52 1 1 1999
"668" 67 7 53 1 1 2000
"669" 67 7 54 1 1 2001
"670" 67 6 55 1 1 2002
"671" 68 7 79 1 0 1995
"672" 68 5 80 1 0 1996
"673" 68 5 81 1 0 1997
"674" 68 5 82 1 0 1998
"675" 68 4 83 1 0 1999
"676" 69 7 36 1 0 1997
"677" 69 7 37 1 0 1998
"678" 69 6 38 1 0 1999
"679" 69 5 39 1 0 2000
"680" 69 6 40 1 0 2001
"681" 69 5 41 1 0 2002
"682" 69 5 42 1 0 2003
"683" 69 5 43 1 0 2004
"684" 69 5 44 1 0 2005
"685" 70 5 55 1 1 2000
"686" 70 6 56 1 1 2001
"687" 70 8 57 1 1 2002
"688" 70 7 58 1 1 2003
"689" 70 5 59 1 1 2004
"690" 70 4 60 1 1 2005
"691" 70 8 61 1 1 2006
"692" 71 7 84 1 1 2000
"693" 71 5 85 1 1 2001
"694" 71 4 86 1 1 2002
"695" 71 5 87 1 1 2003
"696" 71 8 88 1 1 2004
"697" 71 5 89 1 1 2005
"698" 72 7 45 1 1 1992
"699" 72 6 46 1 1 1993
"700" 72 6 47 1 1 1994
"701" 72 7 48 1 1 1995
"702" 72 5 49 1 1 1996
"703" 72 6 50 1 1 1997
"704" 72 5 51 1 1 1998
"705" 72 6 52 1 1 1999
"706" 72 5 53 1 1 2000
"707" 72 6 54 1 1 2001
"708" 73 4 35 0 0 1994
"709" 73 4 36 0 0 1995
"710" 73 4 37 0 0 1996
"711" 73 3 38 0 0 1997
"712" 73 4 39 0 0 1998
"713" 73 5 40 0 0 1999
"714" 73 5 41 0 0 2000
"715" 73 6 42 0 0 2001
"716" 73 6 43 0 0 2002
"717" 73 6 44 0 0 2003
"718" 73 6 45 0 0 2004
"719" 73 6 46 0 0 2005
"720" 73 6 47 0 0 2006
"721" 74 6 46 1 1 1995
"722" 74 5 47 1 1 1996
"723" 74 6 48 1 1 1997
"724" 74 6 49 1 1 1998
"725" 74 5 50 1 1 1999
"726" 74 6 51 1 1 2000
"727" 74 6 52 1 1 2001
"728" 74 6 53 1 1 2002
"729" 75 5 30 0 0 1991
"730" 75 5 31 0 0 1992
"731" 75 3 32 0 0 1993
"732" 75 5 33 0 0 1994
"733" 75 4 34 0 0 1995
"734" 75 4 35 0 0 1996
"735" 75 4 36 0 0 1997
"736" 76 5 36 1 0 1993
"737" 76 4 37 1 0 1994
"738" 76 4 38 1 0 1995
"739" 76 6 39 1 0 1996
"740" 76 6 40 1 0 1997
"741" 76 5 41 1 0 1998
"742" 76 6 42 1 0 1999
"743" 76 7 43 1 0 2000
"744" 76 4 44 1 0 2001
"745" 76 4 45 1 0 2002
"746" 76 6 46 1 0 2003
"747" 76 6 47 1 0 2004
"748" 76 5 48 1 0 2005
"749" 76 6 49 1 0 2006
"750" 77 7 34 1 1 1995
"751" 77 4 35 1 1 1996
"752" 77 5 36 1 1 1997
"753" 77 4 37 1 1 1998
"754" 77 5 38 1 1 1999
"755" 77 5 39 1 1 2000
"756" 77 7 40 1 1 2001
"757" 78 7 38 1 1 1996
"758" 78 7 39 1 1 1997
"759" 78 5 40 1 1 1998
"760" 78 5 41 1 1 1999
"761" 78 6 42 1 1 2000
"762" 78 6 43 1 1 2001
"763" 78 6 44 1 1 2002
"764" 79 6 36 1 0 1989
"765" 79 7 37 1 0 1990
"766" 79 6 38 1 0 1991
"767" 79 5 39 1 0 1992
"768" 79 5 40 1 0 1993
"769" 79 5 41 1 0 1994
"770" 80 5 44 1 0 1991
"771" 80 6 45 1 0 1992
"772" 80 7 46 1 0 1993
"773" 80 9 47 1 0 1994
"774" 80 7 48 1 0 1995
"775" 80 6 49 1 0 1996
"776" 80 6 50 1 0 1997
"777" 80 6 51 1 0 1998
"778" 80 5 52 1 0 1999
"779" 80 6 53 1 0 2000
"780" 80 5 54 1 0 2001
"781" 80 4 55 1 0 2002
"782" 80 5 56 1 0 2003
"783" 81 7 46 0 0 1991
"784" 81 5 47 0 0 1992
"785" 81 5 48 0 0 1993
"786" 81 7 49 0 0 1994
"787" 81 7 50 0 0 1995
"788" 81 5 51 0 0 1996
"789" 81 5 52 0 0 1997
"790" 81 5 53 0 0 1998
"791" 82 5 53 1 1 1998
"792" 82 4 54 1 1 1999
"793" 82 4 55 1 1 2000
"794" 82 6 56 1 1 2001
"795" 82 5 57 1 1 2002
"796" 83 7 62 1 1 1992
"797" 83 5 63 1 1 1993
"798" 83 6 64 1 1 1994
"799" 83 5 65 1 1 1995
"800" 83 5 66 1 1 1996
"801" 83 3 67 1 1 1997
"802" 83 5 68 1 1 1998
"803" 83 4 69 1 1 1999
"804" 83 4 70 1 1 2000
"805" 83 5 71 1 1 2001
"806" 83 5 72 1 1 2002
"807" 83 5 73 1 1 2003
"808" 83 6 74 1 1 2004
"809" 83 7 75 1 1 2005
"810" 84 7 29 1 1 1994
"811" 84 6 30 1 1 1995
"812" 84 7 31 1 1 1996
"813" 84 6 32 1 1 1997
"814" 84 4 33 1 1 1998
"815" 84 6 34 1 1 1999
"816" 84 5 35 1 1 2000
"817" 84 4 36 1 1 2001
"818" 84 5 37 1 1 2002
"819" 84 5 38 1 1 2003
"820" 84 6 39 1 1 2004
